idref,score,geom
n00099,12,2,01010000200412000098A3C7EFAD7C6140FAEBBA5C69D24140
n00103,12,1,0101000020041200006A8F728B148061406D1D1CEC4DF04140
n00111,12,2,01010000200412000060FCD9345B806140489BF4087FE14140
n00112,12,2,01010000200412000023E87981637F6140614491A45AE44140
n00114,12,2,0101000020041200007C9D2F5118806140404F030649E44140
n00115,12,2,010100002004120000B295E1892A806140ED7772970EE44140
n00117,12,2,010100002004120000974E907DF57F61409F573CF548E14140
n00118,12,2,01010000200412000030F7240BF37F61409C3D867DF1E04140
n00124,12,1,0101000020041200008406AC66E77E61405D4997A36C924140
n00130,12,1,010100002004120000B1321AF97C8061402F974341DF904140
n00137,12,1,010100002004120000BDD584FE138061407F74A03D4D914140
n00138,12,2,010100002004120000238DC00E127D614022872DE2E07F4140
n00140,12,2,0101000020041200007E75B059897B6140C6191E56137E4140
n00141,12,2,010100002004120000B2D2495B417B6140E868554B3A7E4140
n00142,12,2,01010000200412000021617369D77A6140536A40CE45774140
n00143,12,2,010100002004120000E80F7283467C614040BA7DFBDF7E4140
n00144,12,2,010100002004120000D7B09586D07A6140F1A8E793CB794140
n00145,12,2,01010000200412000039C8354FFF7A6140B7D100DE027E4140
n00146,12,2,0101000020041200001E328A8A9D7B6140213427D4787D4140
n00150,12,2,010100002004120000997FF44D9A7A6140536D814E52764140
n00151,12,2,0101000020041200009EB47059857B6140ADDD76A1B9824140
n00152,12,2,010100002004120000EC40E77F837B6140659588A6A2804140
n00153,12,2,01010000200412000088FAB891CD7B614092B64CE19C804140
n00154,12,2,0101000020041200006E686F95CC7B614009A52F849C7F4140
n00155,12,2,0101000020041200000BCAD9E0A97B6140F524FAC6217F4140
n00157,12,1,01010000200412000095BFD600007D6140B233E087DEA94140
n00164,12,2,010100002004120000BAFB77D8DF7D61406F2FC44549A84140
n00166,12,1,010100002004120000AE51C543CE7B6140DC3A4904F4AB4140
n00176,12,2,0101000020041200001D1ABBE93B7D6140701AEC9799AA4140
n00177,12,2,0101000020041200007A200D02C68161405AA6BADB50AA4140
n00178,12,2,01010000200412000075FA8BEAFE7C614046E460DB47AB4140
n00180,12,1,010100002004120000902B9A73158D6140A1ECD22B0AF34140
n00187,12,1,0101000020041200007BF1EAC1898E614087ACC9AE0FDE4140
n00188,12,1,0101000020041200007B0382EF2C8F614036B5C766A2DD4140
n00189,12,1,010100002004120000849F3880FE8E6140344179C48DDD4140
n00193,12,2,0101000020041200004B5AF10D459061402D584F5205E44140
n00195,12,2,010100002004120000A88AA9F4938D61403E117AEC1DE34140
n00202,12,1,01010000200412000079C5F8D541966140F54652770AEA4140
n00203,12,2,0101000020041200006E579EF64A96614073AD07DD6FEA4140
n00209,12,1,0101000020041200006F01B221C9906140F01EFBB4E5EB4140
n00210,12,1,010100002004120000E90885ADFE8E61401A80B2CE9DED4140
n00211,12,1,010100002004120000CF3B0444F78E614028A325EA60ED4140
n00212,12,1,010100002004120000A363BD071E906140E48B513294E74140
n00213,12,1,0101000020041200003C8ED59C728F6140411D458C8DF14140
n00214,12,1,010100002004120000812557B1389061402B65BE28E6EB4140
n00216,12,1,010100002004120000A28ED838EC90614081AFE8D66BE84140
n00218,12,1,010100002004120000263A26E6F48F6140B84E6DBAAFF24140
n00220,12,1,0101000020041200005CFFAECF1C916140D06F4EDB75E44140
n00222,12,2,010100002004120000EE450FD785936140935E8A613DEE4140
n00223,12,1,0101000020041200006AC2F693B19161406C6006BEFDED4140
n00224,12,1,0101000020041200006A8BC63519926140BB815DA857E34140
n00227,12,1,01010000200412000087866AEFF88F61400A3197546DEE4140
n00228,12,1,010100002004120000FAC5B65645906140FF44C07C0DED4140
n00237,12,1,010100002004120000AA4E626BD19261402AAC545051ED4140
n00240,12,2,01010000200412000065AC91B822866140862B56C334DE4140
n00241,12,2,010100002004120000B31314F5B8856140416E75EF97DC4140
n00242,12,2,010100002004120000D10660036285614000D2EDDBFFDB4140
n00244,12,2,01010000200412000068305750E286614026D6F37F58DB4140
n00247,12,2,0101000020041200008E249C7135856140CD5DA6817ADD4140
n00248,12,2,010100002004120000C1DA62C83B856140CDD36F157ADD4140
n00249,12,2,01010000200412000091EEE714A4846140414BB26900DC4140
n00252,12,1,01010000200412000099620E828E876140CB3560EBADD64140
n00254,12,1,0101000020041200000245D1A8E5856140A32C32F092DA4140
n00255,12,1,010100002004120000E52DB2F8E88561408305E6D7C5DA4140
n00258,12,1,010100002004120000B9A063AC5B8761407D7C9D2F51D84140
n00259,12,2,010100002004120000EFCB99EDCA8461409EF820BA56DB4140
n00260,12,2,010100002004120000CEA78E550A856140F60DA72787DB4140
n00262,12,2,010100002004120000A6F0A0D975876140DD17867E5CDB4140
n00263,12,1,010100002004120000163F7C4FDB876140DAC9E02879DB4140
n00264,12,1,0101000020041200004A969350FA866140FE59982ABDD94140
n00267,12,1,010100002004120000016A6AD99A8F6140D9976C3CD8D44140
n00268,12,1,010100002004120000E88E59519E8F6140B062A70EA8D44140
n00269,12,1,010100002004120000E7EF94C4C88F614047FFCBB568D44140
n00276,12,2,01010000200412000097C80567F08C6140A6DE09ACD2DA4140
n00290,12,1,0101000020041200000B332372B08C6140AD574744E7CB4140
n00291,12,1,010100002004120000E8A4F78DEF8C6140361A65A2ADCC4140
n00292,12,2,010100002004120000DDC13EF0E78C61403558DD8F80CC4140
n00301,12,1,010100002004120000AB20AB00848461400C19349996D54140
n00312,12,2,0101000020041200004AF2B798BA826140F00E3A32A0BA4140
n00332,12,1,010100002004120000D268177853836140D3C155F9F9C04140
n00336,12,1,0101000020041200001468661C99846140EDDEE57D77C14140
n00344,12,2,010100002004120000FD38F5DC5D836140C549AB6BFEBD4140
n00353,12,2,010100002004120000C02E79F25F8561404F3860FCD9B04140
n00359,12,2,0101000020041200009262DBFDC583614065DEAAEB50B84140
n00366,12,2,0101000020041200005620C4DFC084614080C3FAF5F9B24140
n00371,12,2,0101000020041200009CF28D8DA57D6140D99024AD9DD74140
n00372,12,2,01010000200412000024E93F10857D61403E8E8B0F58D54140
n00373,12,2,010100002004120000882B67EF8C7D61407706578A2ED94140
n00374,12,1,0101000020041200000FFDC9CED17D61406AD894D002DB4140
n00375,12,2,01010000200412000051007B3B787E6140C75A8D36D8D94140
n00376,12,2,01010000200412000027497C938B7E6140CF728F5B82D94140
n00377,12,2,01010000200412000042A4F0EA667D61403EB14E95EFD64140
n00378,12,2,010100002004120000DECCE847037E614056010869D7D94140
n00379,12,2,0101000020041200001F3416A8607D61402BFC74971FE04140
n00380,12,2,010100002004120000F784364AA87C6140770FD07D39D64140
n00381,12,2,0101000020041200000AC84DC3A67C614000016BD5AED64140
n00382,12,2,01010000200412000092ADD3ED517D6140161F550383D64140
n00386,12,2,0101000020041200003D900601C37C6140D6AFCFF7AED64140
n00387,12,2,0101000020041200003D484F91037D61403348669A55DC4140
n00390,12,2,0101000020041200002AADBF25007D61402E8CF4A276D54140
n00391,12,1,0101000020041200004841A66B9C7E614080E37CFB84DF4140
n00393,12,1,0101000020041200009DDDB5DFB57E614011D5A59075D94140
n00394,12,2,010100002004120000AF6F719EBB7E61400D33D9E495D84140
n00396,12,2,0101000020041200004FDE115F777D61404DF73AA92FD84140
n00397,12,2,0101000020041200001AF274532F7D6140361A65A2ADD64140
n00398,12,2,01010000200412000096F4E626207D614006E8082AF4D54140
n00399,12,1,01010000200412000026D75E55877E6140517EF73361DE4140
n00400,12,2,0101000020041200000548D9C76F7D6140792C6CBC2AD84140
n00401,12,2,0101000020041200001C81D31632806140F79AD48679D54140
n00402,12,1,010100002004120000D6F37F58008161401D661EAFF6D54140
n00403,12,1,010100002004120000761A69A9FC806140A97BAE00F0D54140
n00405,12,1,0101000020041200009CBB0276DA8161403A4261AB5FD84140
n00406,12,2,010100002004120000A4236F6F2D8061407DDB5DB1D0D74140
n00407,12,2,0101000020041200001A6F2BBD368061402D301AE890D84140
n00408,12,1,01010000200412000038D906EE00816140ADA580B4FFD74140
n00418,12,2,01010000200412000075A4445C4A7D6140D0F29771AEEA4140
n00419,12,2,010100002004120000CAC16C024C7E6140DC734F0DEAE64140
n00420,12,2,01010000200412000003CC214ECC7C614079C1F1C693E04140
n00421,12,2,010100002004120000D1DE2A99AD7C6140DC2E34D769E64140
n00422,12,2,01010000200412000021014812A97C6140F321A81ABDE64140
n00424,12,1,010100002004120000A8024933717F6140DF9E8C96A8E54140
n00425,12,1,0101000020041200009B4242EF287F61403B014D840DE64140
n00427,12,2,010100002004120000EDDA3928FC7D61409666A9ABF1E04140
n00428,12,2,010100002004120000CEB6E402E17D6140754EFDCDD5E14140
n00430,12,2,01010000200412000040074C96C97C61402F6AF7AB00E24140
n00432,12,2,0101000020041200007B15191DD07C6140C5AE48A709E34140
n00433,12,2,0101000020041200005C2A25BA1D7E61405D59FD6C3FE34140
n00435,12,2,0101000020041200004B9A9A5FA87C61400D326E0FE7E94140
n00438,12,2,010100002004120000192202691A7D6140AF21382EE3E44140
n00439,12,1,0101000020041200009E5DBEF5A17D61400BE3B89DC7E44140
n00440,12,2,010100002004120000488556CCAD7D6140235635F746E54140
n00441,12,1,0101000020041200004DF73AA9EF7E61405DD9AAC9F8E34140
n00442,12,2,010100002004120000093C8B39237D61408302A557B9E54140
n00443,12,1,010100002004120000EE36B9296F7E6140651FBF12A3E54140
n00444,12,2,010100002004120000A54BFF92547D61401252126D22E74140
n00445,12,2,01010000200412000020A1C101887D61407A2178D734EA4140
n00447,12,2,010100002004120000DCDEC902417D614070B0DC77B1EA4140
n00449,12,2,0101000020041200004A7F8A3E7A7D61402A954B3ED1E14140
n00450,12,2,01010000200412000093D4F83B8A7D61400DF736A220EB4140
n00451,12,2,0101000020041200000DEF2884047E61400092448A5CE34140
n00452,12,1,010100002004120000AA8251491D7D61401D716D4D5FE54140
n00453,12,2,010100002004120000820D3E833C7D61407A97416B34E54140
n00454,12,2,010100002004120000A542869FC97D6140CC214ECC1FE94140
n00455,12,2,0101000020041200008FAB915DE97D6140824B112A82E94140
n00456,12,2,010100002004120000710B4C5D287D614044C6FE0D35E24140
n00457,12,1,010100002004120000C422861D467E61402457FB8568E54140
n00458,12,2,010100002004120000606F078F1B7E61405BD2510E66E74140
n00459,12,2,0101000020041200002F2EFAAFD87D614085EFFD0DDAE34140
n00460,12,1,010100002004120000D4B7CCE9727F61405990C1E50CE64140
n00461,12,1,010100002004120000A67D737F757D6140CC118D49DAE34140
n00462,12,2,01010000200412000090C1E50C608A61405EA27A6B60E54140
n00465,12,1,0101000020041200002AB97999578B61408E565AEB30EF4140
n00467,12,1,0101000020041200002100DD3C7A896140B8A2DE9DC6E24140
n00471,12,1,0101000020041200004B9EA16ED6896140A5E48BACEBE44140
n00472,12,2,0101000020041200004ACE2E84418C61403FF6C484E2E24140
n00475,12,1,010100002004120000C375D6B88889614082BF041324E14140
n00477,12,1,0101000020041200007E271C307E8A614054F2FB485BE44140
n00480,12,1,0101000020041200003A92CB7FC88E6140F296AB1F9BEC4140
n00481,12,1,0101000020041200009A2A734EC78E614080AF326486EC4140
n00482,12,2,010100002004120000D3951980978B6140F2892B1D62E44140
n00486,12,2,010100002004120000D6CD2099298B6140325B0DE434E44140
n00489,12,1,010100002004120000D030105FC18961406571FF91E9EA4140
n00490,12,1,01010000200412000042BDCFA7448A61402E2A98E777E54140
n00500,12,1,01010000200412000023E47272758361402E9FF6A5C8D24140
n00503,12,2,01010000200412000018BBD80F0C83614063C0481E3ED34140
n00504,12,2,010100002004120000F90505EFF5826140EAC5F59441D34140
n00505,12,1,010100002004120000B9837DE0CF826140B9B94269B9D24140
n00508,12,1,01010000200412000012610D61C68261405727C2E160D84140
n00509,12,1,010100002004120000E10CFE7EF1836140AA0EB9196ED64140
n00515,12,1,0101000020041200004020860C9A8261406D44E68013D74140
n00517,12,2,010100002004120000AED9CA4BBE826140419880046AD74140
n00520,12,2,010100002004120000623C39F9A3826140397B0CFBE2D44140
n00521,12,2,01010000200412000087E354C65A816140D80B056C07D54140
n00523,12,2,0101000020041200007554DA87E181614052312999F7D34140
n00524,12,1,0101000020041200003FE60302DD8161407196ED9E97D34140
n00525,12,2,0101000020041200001DBA8F92CD816140E4C0ABE5CED34140
n00526,12,1,01010000200412000007C25FDD4281614097D3540559D54140
n00527,12,2,010100002004120000A0D4A8D17581614014C7269E58D64140
n00531,12,1,010100002004120000AE7DA6033E86614073D0CA6207D04140
n00534,12,1,0101000020041200003AF0C572E684614089FA134B80D04140
n00537,12,2,01010000200412000035400EEF5E8561408D47043E9AD14140
n00539,12,1,010100002004120000D61EF642C18461402491C71D80D24140
n00540,12,1,010100002004120000743C0BE7BF856140EB5AD6581DD14140
n00543,12,1,010100002004120000634C55359C8461405AF7EA3E5BD14140
n00545,12,1,010100002004120000E13F8287CE8561403D7BD39920CB4140
n00546,12,1,010100002004120000382394089E856140A9EEDB5A70CA4140
n00547,12,1,010100002004120000CB0AEA002D86614057E24BF26DCE4140
n00557,12,2,0101000020041200001DE32FD2B0846140A0A86C5853C84140
n00558,12,2,010100002004120000B9D8FEDFE28461406C0B2A0538C84140
n00560,12,2,0101000020041200000174F3E8618361402A2AD1483ACE4140
n00563,12,2,01010000200412000011DABCBBDF8461400C14C2B4B9CE4140
n00567,12,1,0101000020041200009E978A8D398461409D691DB006CF4140
n00568,12,2,010100002004120000CBF5B6990A85614071B26895F4C74140
n00570,12,2,0101000020041200006FE4709C4A846140B7FAA01D26CA4140
n00571,12,1,010100002004120000F558E9A46D84614068B3EA73B5C94140
n00574,12,1,0101000020041200002013DF3F8C846140138FD5F72BC64140
n00575,12,1,010100002004120000CAA99D616A8461401E81E4428AC64140
n00579,12,2,0101000020041200006C335F6F6C8261406C9E7EABD0D14140
n00582,12,2,010100002004120000C1EF952F5E826140EAC2595BC2D04140
n00585,12,2,0101000020041200008A2947B714826140AEC0EB8E20D14140
n00586,12,2,0101000020041200007CB372D476816140B4AB90F293D24140
n00587,12,2,0101000020041200004261AB5F448161405CD6B3D606D24140
n00588,12,2,0101000020041200003447567E198161407E7F942243D44140
n00589,12,1,010100002004120000E24680892E816140648511B177D54140
n00591,12,2,01010000200412000017050B7176886140FD76C883E3C34140
n00594,12,1,010100002004120000122E895869856140C4E28112B0C64140
n00595,12,1,010100002004120000FA89B95A9D856140C0F0A54B5AC64140
n00596,12,1,0101000020041200007E062F5584856140D0B7054B75C64140
n00597,12,1,010100002004120000DD555925E28561409142FE3E88C54140
n00600,12,2,010100002004120000ED026F92708561406312899D84C94140
n00603,12,1,010100002004120000792B01E77B86614040B15FC147C64140
n00604,12,1,010100002004120000807D74EA4A87614098141F9F90C54140
n00605,12,2,0101000020041200002ECC9DF4D97E61400C3D62F4DCDB4140
n00606,12,2,010100002004120000ED235C6DAA7E6140E69B23E131DA4140
n00607,12,1,010100002004120000110A0044307F61401C5602733ED84140
n00608,12,2,0101000020041200009D70653FC17F61408ACDC7B5A1DC4140
n00609,12,2,0101000020041200006C787AA5EC7F614035EF384547DF4140
n00610,12,2,0101000020041200009902E32AE07F6140B6717ACD61D84140
n00611,12,2,010100002004120000AE8B91DB258061408232326DA4DC4140
n00612,12,1,010100002004120000CB4D2F8C4F80614078222D3AFEDC4140
n00613,12,2,010100002004120000753FA720FF7F61402B03BD265AD64140
n00614,12,2,01010000200412000009C6C1A5E3806140FA57A027AFE04140
n00615,12,2,0101000020041200009F7829D0428161405FCFD72C97E04140
n00616,12,2,010100002004120000A2968B9DD58161407674B7465FD94140
n00617,12,2,0101000020041200004955C9B68280614031E5E896C2DB4140
n00619,12,2,0101000020041200006577DC4BF58161405F63F26151D94140
n00620,12,2,010100002004120000E0A0BDFAB8816140222D3AFEB0DB4140
n00621,12,2,010100002004120000A719F78B7E826140729879BCDAE44140
n00622,12,2,010100002004120000AD8D0CCD508261405826570CB2E34140
n00623,12,2,010100002004120000FB1AEEC87D826140E916708566E44140
n00624,12,2,0101000020041200008AB2124E668161401497E31588DD4140
n00625,12,2,0101000020041200003ADA2736D57E61409938A8B349DD4140
n00626,12,2,010100002004120000B84B2C3A637F6140A96917D34CDE4140
n00627,12,2,01010000200412000094C217810C7F614010CEA78E55DB4140
n00628,12,2,010100002004120000333910EDBE80614065952DED2FD94140
n00629,12,2,01010000200412000094B1906F25816140FA00EEC38BDA4140
n00630,12,2,010100002004120000EDD808C4EB816140681316CBE3DC4140
n00631,12,1,01010000200412000051CBC5CE4A7F6140D72F7D5468D94140
n00632,12,2,0101000020041200003238EFA4AA806140AA0F24EF1CDF4140
n00633,12,1,0101000020041200002995F084DE8061405E0718A76BDF4140
n00634,12,2,010100002004120000532BA7985E7F61405D18E945EDD74140
n00635,12,2,010100002004120000DE3D40F7658061406FB7C94D79DB4140
n00637,12,2,010100002004120000E9E3EB7C498061403FB1A94E62DB4140
n00638,12,2,010100002004120000D56993791A8161408709B48531DB4140
n00639,12,2,01010000200412000013F9E4171480614099B3E32B26DB4140
n00640,12,2,010100002004120000B98729360B8061406D6A45402ADB4140
n00642,12,2,01010000200412000055450257837F6140780B24287EDB4140
n00643,12,1,0101000020041200001F97827F1B7E614050711C78B5DA4140
n00644,12,2,0101000020041200004DE8E4FB987F614015DCB4BEEDD84140
n00645,12,2,01010000200412000011902FA1827F6140C19206126FDA4140
n00666,12,1,010100002004120000247CEF6F10926140312E0BDC70D14140
n00673,12,1,010100002004120000F03504C7A57E61403B26416E75B54140
n00678,12,1,010100002004120000BB59283EA37E6140879E39909AB54140
n00683,12,1,010100002004120000A0DFF76F5E7F614041FE881524B54140
n00714,12,1,010100002004120000C320FAFFC29A6140E6A3D6451BDC4140
n00718,12,1,010100002004120000CF8A0343719B6140E7655E5848DE4140
n00739,12,1,01010000200412000093799A82AB8C61407F8FB05EFBC94140
n00748,12,1,010100002004120000C25E72ED158C614077894567F4C84140
n00753,12,1,0101000020041200004BBCF20F518C6140F65D11FC6FCA4140
n00757,12,2,010100002004120000E4A837FE1F7B6140AA5A77989B8C4140
n00761,12,2,0101000020041200005D95FA68A77E614068B51BD8857B4140
n00763,12,2,010100002004120000B46F93F66B7D61402E933C32B1744140
n00772,12,2,0101000020041200009E955929E97E61407328E89BD9F24140
n00773,12,2,010100002004120000271B6A6FCB7F61406B73AD07DDEC4140
n00774,12,2,010100002004120000F33977BB5E806140DD7E541E38EC4140
n00775,12,1,01010000200412000009939856397E61405E51A5C1C8F04140
n00776,12,2,010100002004120000D75130BE43806140910BCEE0EFE74140
n00777,12,2,010100002004120000D52C86613680614070ABC54C47E84140
n00778,12,2,01010000200412000091990B5C9E7E6140F111312592F24140
n00779,12,2,010100002004120000855561D8C67E614089F667F5C4E94140
n00780,12,2,0101000020041200003F34982BE87D61403CC8A1348AF14140
n00781,12,1,010100002004120000675A07ACC17E6140A8AC01A5FCF04140
n00782,12,2,01010000200412000044B1CBA6927E6140F1D93A38D8F14140
n00783,12,2,010100002004120000DAA8F34D3F7E614097D931BFE4F14140
n00784,12,2,0101000020041200000359F4F30B7F6140BFC2386EE7EF4140
n00786,12,2,0101000020041200006D09545A1A7F61402526039BCEEF4140
n00790,12,2,0101000020041200000C8453D53A7F6140CE3637A627EB4140
n00791,12,2,010100002004120000300B92E3B37E61400A078C3F9BF34140
n00792,12,2,010100002004120000CD6ED2D9EE7D614094AB0E6F8CF44140
n00793,12,2,0101000020041200009A249694FB7F61409956F95404EC4140
n00794,12,2,01010000200412000092AD2EA7448061400BF4E4F5BBEB4140
n00795,12,2,010100002004120000EAB35E671E7F61401B77949405EA4140
n00796,12,2,0101000020041200009274722B297E614085A059C812F44140
n00797,12,2,0101000020041200006C239EECA6806140644B451960E94140
n00798,12,2,0101000020041200003A747ADE0D8061409CAEDD2C14E74140
n00801,12,2,0101000020041200005C774E0EBA7E6140ECE4C23703E84140
n00802,12,2,01010000200412000018DCC5EA057F6140AEEFC34142ED4140
n00804,12,1,0101000020041200009F1738EAF27D6140F33E8EE6C8EE4140
n00806,12,1,01010000200412000097BA75487B8061403E9BB0581EEA4140
n00808,12,1,01010000200412000035ACF3B92481614070CDC243BDEB4140
n00810,12,2,010100002004120000F368F4B4CD806140DDC0D31A39E54140
n00811,12,2,010100002004120000E868554B7A816140A2EC2DE57CE44140
n00813,12,2,01010000200412000033D1D6777481614057D6917E56E44140
n00817,12,2,010100002004120000E49DE85FB780614017E4784F2FE24140
n00818,12,2,01010000200412000029CC7B9CE9806140B21B6CA0AFE24140
n00819,12,2,010100002004120000B08ADC78DC80614043989130C2E34140
n00820,12,2,010100002004120000D5D237C453836140693C6C7DECE54140
n00821,12,2,0101000020041200003C24C67C4A8361406F91C547D5E54140
n00822,12,1,0101000020041200009B560A815C8261409C3237DF88E84140
n00837,12,2,010100002004120000F0575C774E836140ABEAE5779ADE4140
n00842,12,1,010100002004120000B04390DE0B846140F9FEBC5FBBDC4140
n00843,12,2,010100002004120000B4F9C9622C826140DF9277691EDC4140
n00845,12,2,01010000200412000052E630A92B836140DE76A1B94EDC4140
n00850,12,2,010100002004120000D828907EA0826140A50D2CEC0ED94140
n00858,12,2,010100002004120000E5B3E1553B7A61402A8BC22E8A954140
n00859,12,2,010100002004120000ACEDDC6A0C7B6140A42D533827A64140
n00872,12,1,010100002004120000CF4BC5C6BC8B6140672CF587C1DC4140
n00873,12,1,010100002004120000DCAADA24B58B6140EA494F47B6DC4140
n00874,12,1,0101000020041200008CAEC1B11D8A61402F13EA8E6ADE4140
n00875,12,1,010100002004120000E6B56D737E8A61405C65B7E056DE4140
n00876,12,1,01010000200412000033B78CE5678A614092AA926D85DE4140
n00877,12,1,0101000020041200007847C66A338A61400A99D0C9F7DE4140
n00896,12,1,010100002004120000B222B42FAA896140C34A60CEC7BA4140
n00899,12,2,010100002004120000B5519D0E24896140126CB7B821B34140
n00912,12,1,0101000020041200007D9D8A0ACB886140DFFE5C3464B64140
n00913,12,1,010100002004120000B5464E70BB7E6140CAC91F67F5AF4140
n00914,12,1,01010000200412000034B09F0FE07E6140F323D97E8DB04140
n00916,12,1,0101000020041200004FFA8C55947D614085D272FB40AD4140
n00917,12,1,0101000020041200001103B8B4B57D61409524743C0BB74140
n00921,12,1,0101000020041200003E2BC47E2A7E614003F7F2F1BFB04140
n00923,12,1,0101000020041200009C61B4D8377E61407E96427B50B04140
n00925,12,1,010100002004120000FC5069C48C7D614099396E426BB14140
n00926,12,1,010100002004120000DEE4B7E8A47D61407AAFB55263B74140
n00928,12,1,01010000200412000025CD1FD35A7D614061495E42AAAF4140
n00929,12,1,0101000020041200005424BAC2567D6140AB645B6155AF4140
n00931,12,1,01010000200412000016E016870E7E6140515FE00385B14140
n00933,12,1,01010000200412000042BB9E43B47E6140D6ECDC0FD3AF4140
n00938,12,2,01010000200412000021109EBFFF7E61402E56D4601AAD4140
n00940,12,2,010100002004120000326A08D8587D614041D47D0052F64140
n00941,12,2,010100002004120000DEF247071A7D6140FCD357A192F64140
n00942,12,2,010100002004120000D3CDB4B35E7D614081B3942C27F64140
n00947,12,1,01010000200412000095B88E71057B6140E0AAA1C332FB4140
n00951,12,2,0101000020041200009C2BEF4F8E7C6140FF9E0E1AB0F74140
n00952,12,2,01010000200412000092996615917C6140653FE65EBBF74140
n00954,12,1,01010000200412000028942AF6FC7A614047BB1B5597FD4140
n00957,12,1,0101000020041200008285DDC1997B61403677F4BF5CFD4140
n00959,12,1,0101000020041200007EE36BCF2C7B6140E4ABD3371FFF4140
n00960,12,1,01010000200412000099E9A8B40F7C61409C210B8794F94140
n00962,12,2,010100002004120000E60297C79A7B6140062571FB8AF84140
n00964,12,2,010100002004120000A10B8FA2737A61401298987851FF4140
n00971,12,2,0101000020041200008992358FE87C6140DD81959E44EF4140
n00972,12,2,01010000200412000096BEC6E4037D6140EC1FFAA4C9ED4140
n00973,12,2,0101000020041200009C757C6A2B7D6140156987646DEE4140
n00974,12,2,010100002004120000B9196EC0277D6140583B8A73D4EE4140
n00976,12,1,0101000020041200006EF717E6697E61405D73A2B83EEC4140
n00977,12,2,010100002004120000255580943D7D614059C2DA183BF14140
n00978,12,2,0101000020041200002EB4290D6B7D614088F0D4C853F04140
n00979,12,2,01010000200412000019D06630A17D6140538C987E2EEF4140
n00980,12,2,01010000200412000049EC246C897D6140ABCA63720FF34140
n00982,12,2,010100002004120000EB0D08BEF37C6140AD0441367FF44140
n00983,12,2,010100002004120000D4A29982D07C61401196671481F24140
n00984,12,2,010100002004120000CA367007EA7C6140BD70E7C248F44140
n00985,12,2,010100002004120000F8E52730B87C6140FC2A0A05B6EB4140
n00987,12,2,0101000020041200005E1DB6E3BC7C6140BDB502F9C8EC4140
n00001,6,1,010100002004120000823F57B66A8961405B368474C22F4340
n00002,6,1,01010000200412000070BD5C7AEA886140E3207C838A314340
n00003,6,1,010100002004120000967F88684F88614059C0046EDD2E4340
n00005,6,1,010100002004120000118134ADDE886140027FF8F9EF2E4340
n00006,6,1,0101000020041200008DC756E160866140A75A0BB3D0344340
n00007,6,1,010100002004120000E8908AB52E876140736C98FCAA304340
n00008,6,1,010100002004120000B30F0DE64A87614050F5752A2A334340
n00009,6,1,010100002004120000A4F32BE75C8961406749DB53CD304340
n00010,6,1,0101000020041200007DEC8909058961409CB3F4577E324340
n00012,6,1,010100002004120000148953F712896140FD6662BA102C4340
n00013,6,1,010100002004120000E42CEC69878961407ED5DBB0B72F4340
n00014,6,1,0101000020041200000B1D8535DF8861401B74F85A86304340
n00016,6,1,010100002004120000417A2F632F886140ECE703B80F334340
n00017,6,1,010100002004120000B9F0CD8004886140D575A8A624334340
n00018,6,1,0101000020041200009535A094BF8A614017F2086EA4704340
n00019,6,1,010100002004120000851C00169E84614021826044915E4340
n00022,6,1,01010000200412000077A62B3340866140D6C56D3480604340
n00023,6,1,010100002004120000404E9830DA85614022AC21CC485F4340
n00024,6,1,010100002004120000AC21CC48589061403476D377C8614340
n00025,6,1,010100002004120000016C40847890614004FEF0F3DF604340
n00026,6,1,010100002004120000D42247DF098F614037177FDB13624340
n00028,6,1,0101000020041200008F3E41BDB487614096EA025E666A4340
n00030,6,1,01010000200412000035BB49673B8A6140017D6CDCAC584340
n00031,6,1,01010000200412000033141C03978B6140F992D794757D4340
n00032,6,1,01010000200412000037894160258861409809D000286E4340
n00035,6,1,010100002004120000C8EFC8B3E68661405B3FA2AE5A714340
n00037,6,1,010100002004120000BBEB110F4D876140262A65636F5A4340
n00040,6,1,010100002004120000EF88AF1BDB8961409198A0866F1F4340
n00041,6,1,0101000020041200007FA1478C9E8B61400278B06AB5274340
n00042,6,2,010100002004120000E25EF4709D8B61407356FABFD9274340
n00043,6,1,01010000200412000076A2C96A5F8A6140FB1B599EAC214340
n00045,6,1,010100002004120000D43DFC46C58A6140BA4FE9BBB6214340
n00046,6,1,010100002004120000FD885FB1C68A61404D7C5AEAC5214340
n00047,6,2,0101000020041200006500A8E2868A6140BC687EEB791F4340
n00048,6,1,010100002004120000FC20263C7C8A61409AE9036E821F4340
n00049,6,1,010100002004120000CFEDCAD35E8A6140D98239D5B5224340
n00051,6,1,010100002004120000D800B6CD5E8A61407646A5225F234340
n00052,6,1,0101000020041200008F8E064B108A6140D8C523A765234340
n00053,6,1,010100002004120000B0D5D468A88A614072666089AC1F4340
n00055,6,1,01010000200412000049EC7F253C8A61408E10D4DF011C4340
n00056,6,1,010100002004120000BDC227420F8B6140622937F691204340
n00058,6,2,010100002004120000E0922DDCC38A6140DC099BA6741F4340
n00061,6,2,01010000200412000056725F18BA8B61402E701EF3A61E4340
n00062,6,1,010100002004120000472BAD75D88B6140E8C1DD59BB1E4340
n00064,6,1,010100002004120000D4522FAE678A61404A44F81741214340
n00065,6,1,0101000020041200006642DD512D8A61405166834C321E4340
n00066,6,1,01010000200412000077D09101058A6140AA285E656D204340
n00067,6,1,010100002004120000D15790662C8A61405318A5958C214340
