gmlid,idref,area,fixed,lat,lon
n00023,null,42,0,32.8370598,130.1880877
n00024,null,42,0,32.875113,130.2830225
n00025,null,42,0,32.8552549,130.2815615
n00026,null,42,0,32.8684764,130.315335
n00027,null,42,0,32.8498029,130.2964763
n00028,null,42,0,32.8730769,130.3041086
n00029,null,42,0,32.8752101,130.3064334
n00030,null,42,0,32.7259178,130.2525939
n00031,null,42,0,32.6968065,130.1903232
n00032,null,42,0,32.758864,130.2016199
n00033,null,42,0,32.7321677,130.2071629
n00034,null,42,0,32.7369436,130.2098272
n00035,null,42,0,32.8690695,130.2406843
n00036,null,42,0,32.8680625,130.2380559
n00037,null,42,0,32.7882083,130.1918486
n00038,null,42,0,32.7866717,130.1960853
n00039,null,42,0,32.7846177,130.2013614
n00040,null,42,0,32.6757692,130.1366855
n00041,null,42,0,32.6810765,130.1498573
n00042,2706593991,42,50,32.6960917,128.8472845
n00043,null,42,0,32.6878458,128.8513365
n00044,null,42,0,32.7357114,128.7288939
n00045,null,42,0,32.6871993,128.7362614
n00046,null,42,0,32.6898438,128.819015
n00047,null,42,0,32.6686826,128.6737695
n00048,null,42,0,32.7393907,128.6897615
n00049,null,42,0,32.6906506,128.8416738
n00050,null,42,0,32.6677801,128.8211581
n00051,2707944214,42,50,32.6934019,128.8483469
n00052,null,42,0,32.6957117,128.848023
n00053,null,42,0,32.695854,128.8479115
n00054,null,42,0,32.694842,128.8473678
n00055,null,42,0,32.8333931,128.9333388
n00056,null,42,0,32.8270126,128.9367326
n00057,null,42,0,32.6163079,128.7648013
n00058,null,42,0,32.6166709,128.7648592
n00059,null,42,0,32.6978158,128.8056636
n00060,null,42,0,33.2620826,129.1293786
n00061,null,42,0,33.2602939,129.1260796
n00062,null,42,0,33.1511431,129.7661783
n00063,null,42,0,33.1617684,129.7283796
n00064,null,42,0,33.1542671,129.7255435
n00065,null,42,0,33.2668964,129.6825898
n00066,null,42,0,33.268376,129.6850535
n00067,null,42,0,33.2101466,129.7100649
n00068,null,42,0,33.2090306,129.7132905
n00069,null,42,0,33.1844884,129.7180011
n00070,3369495960,42,1,33.1230207,129.8000466
n00071,3369496076,42,1,33.1043901,129.7695509
n00072,null,42,0,33.1786786,129.7165311
n00073,null,42,0,33.1660756,129.7256362
n00074,null,42,0,33.1417443,129.7904141
n00075,null,42,0,33.2238989,129.5661318
n00076,null,42,0,33.1748322,129.7186569
n00077,null,42,0,33.1746488,129.7173464
n00078,null,42,0,33.1445303,129.8100716
n00079,null,42,0,33.2073011,129.6907279
n00080,null,42,0,33.0916328,129.8156813
n00081,null,42,0,33.0584648,129.7621321
n00082,null,42,0,33.2586515,129.7491516
n00083,null,42,0,33.1542891,129.697331
n00084,null,42,0,33.1865574,129.7208752
n00085,null,42,0,33.1446076,129.8030158
n00086,null,42,0,33.1504154,129.7801809
n00087,null,42,0,33.1565616,129.750898
n00088,null,42,0,33.1762112,129.6695964
n00089,3369495965,42,1,33.1451527,129.7847875
n00090,null,42,0,33.2822448,129.6809153
n00091,null,42,0,33.1604382,129.7419131
n00092,null,42,0,33.0857472,129.8108086
n00093,null,42,0,33.0860166,129.8090833
n00094,null,42,0,33.1576383,129.766626
n00095,null,42,0,33.1727303,129.6735179
n00096,null,42,0,33.1683411,129.6795068
n00097,null,42,0,33.1709471,129.6767684
n00098,null,42,0,33.1723981,129.7318748
n00099,null,42,0,33.1902602,129.7182185
n00100,null,42,0,33.1265469,129.7895101
n00101,3369491479,42,1,33.1318299,129.793083
n00102,null,42,0,33.3667565,129.6620886
n00103,null,42,0,33.3665659,129.6605087
n00104,null,42,0,33.36433,129.6671358
n00105,null,42,0,33.3528493,129.7673391
n00106,null,42,0,33.3460062,129.7128916
n00107,null,42,0,33.3433459,129.7097616
n00108,null,42,0,33.3500772,129.69876
n00109,null,42,0,33.3507465,129.6934007
n00110,null,42,0,33.4536052,129.7587132
n00111,null,42,0,33.4355106,129.7562115
n00112,null,42,0,33.3536618,129.7303299
n00113,null,42,0,33.0220329,129.5672423
n00114,null,42,0,33.0807365,129.7022337
n00115,null,42,0,32.9933436,129.6511677
n00116,6047720297,42,1,33.0386238,129.6599023
n00117,null,42,0,32.9856372,129.7779654
n00118,3369492234,42,1,33.0471648,129.7490357
n00119,null,42,0,33.0462102,129.7464151
n00120,null,42,0,32.9363242,129.6214143
n00121,4269359820,42,1,32.9342577,129.6405434
n00122,null,42,0,32.920329,129.6627997
n00123,5728571428,42,1,32.8432828,129.836189
n00124,5728571421,42,1,32.8380663,129.8380008
n00125,null,42,0,32.842723,129.8366312
n00126,null,42,0,32.8197408,129.8479278
n00127,null,42,0,32.819406,129.8469913
n00128,null,42,0,32.8321388,129.8633699
n00129,null,42,0,32.8320349,129.8519908
n00130,3085538335,42,1,32.8257355,129.8479875
n00131,null,42,0,32.8250823,129.8486716
n00132,null,42,0,32.8175595,129.8385299
n00133,null,42,0,32.8339141,129.8714919
n00134,null,42,0,32.8216676,129.8759058
n00135,604781335,42,1,32.8024345,129.8694803
n00136,null,42,0,34.2292869,129.2151632
n00137,null,42,0,34.2279137,129.2213064
n00138,null,42,0,34.1885106,129.2826815
n00139,null,42,0,34.1897641,129.2848989
n00140,463866180,42,1,34.2127295,129.2892405
n00141,463864585,42,1,34.2152728,129.2870702
n00142,null,42,0,34.2313273,129.3048422
n00143,null,42,0,34.1993104,129.291467
n00144,null,42,0,34.1204137,129.1830391
n00145,null,42,0,34.1189001,129.1865159
n00146,null,42,0,34.6580546,129.470334
n00147,1330322966,42,1,34.5316509,129.3487481
n00148,1330324876,42,1,34.5310574,129.3502451
n00149,null,42,0,34.6138716,129.3592662
n00150,null,42,0,34.6385052,129.3938046
n00151,null,42,0,34.5307006,129.4447597
n00152,null,42,0,34.6770799,129.4716541
n00153,null,42,0,34.6124516,129.4370231
n00154,null,42,0,34.6568338,129.4699335
n00155,null,42,0,34.6540136,129.460702
n00156,430573828,42,1,34.2680609,129.3073559
n00157,431107605,42,1,34.2623875,129.3153612
n00158,430573826,42,1,34.2677131,129.3153628
n00159,null,42,0,34.4668864,129.3129476
n00160,null,42,0,34.4795695,129.3973115
n00161,null,42,0,34.4001935,129.3178088
n00162,null,42,0,34.3969026,129.3197359
n00163,430896582,42,1,34.3831065,129.3495348
n00164,null,42,0,32.8917071,129.9796668
n00165,null,42,0,32.8916375,129.9693261
n00166,null,42,0,32.9468298,129.9453136
n00167,null,42,0,32.9151896,129.9499648
n00168,5258613765,42,1,32.9272369,129.9376419
n00169,null,42,0,32.9134933,129.9507811
n00170,3246216101,42,50,32.9288074,129.9509396
n00171,3242903395,42,50,32.9322396,129.9500126
n00172,null,42,0,32.9191432,129.9412028
n00173,null,42,0,32.9225679,129.9380308
n00174,null,42,0,32.9161337,129.9612568
n00175,3246229028,42,50,32.9244194,129.9497546
n00176,3246222535,42,50,32.9256393,129.9505404
n00177,null,42,0,32.9278379,129.963777
n00178,null,42,0,32.9340376,129.9633099
n00179,null,42,0,32.9122941,129.9591125
n00180,null,42,0,32.9427855,129.9405104
n00181,3342268613,42,50,32.9426969,129.9356705
n00182,727050121,42,50,32.7764402,129.9546116
n00183,null,42,0,32.7913229,129.8652342
n00184,null,42,0,32.8074563,129.8405896
n00185,null,42,0,32.8073646,129.8372982
n00186,null,42,0,32.746769,129.8726243
n00187,null,42,0,32.6752778,129.8395908
n00188,null,42,0,32.7667786,129.855195
n00189,null,42,0,32.9495371,129.7847282
n00190,null,42,0,32.8885496,129.7862397
n00191,null,42,0,32.7506361,129.8749954
n00192,4884833201,42,1,32.7495611,129.8719701
n00193,null,42,0,32.7639248,129.9805771
n00194,null,42,0,32.7562033,129.8643905
n00195,null,42,0,32.7553345,129.863265
n00196,null,42,0,32.7442383,129.8736774
n00197,null,42,0,32.6903922,129.817284
n00198,null,42,0,32.6094088,129.7894256
n00199,174696098,42,50,32.7870688,129.7914489
n00200,4986133348,42,50,32.7611994,129.9345613
n00201,null,42,0,32.7520233,129.8830174
n00202,null,42,0,32.7088438,129.8503237
n00203,null,42,0,32.7079041,129.8504227
n00204,null,42,0,32.747486,129.8246672
n00205,null,42,0,32.770922,129.8239854
n00206,null,42,0,32.7607668,129.812261
n00207,null,42,0,32.7259484,129.8647099
n00208,243004477,42,50,32.7361721,129.8688918
n00209,null,42,0,32.7759717,129.8619189
n00210,null,42,0,32.7753981,129.8586045
n00211,null,42,0,32.7073966,129.8603246
n00212,null,42,0,32.7066654,129.8596347
n00213,4884820712,42,1,32.7409508,129.8734599
n00214,null,42,0,32.826514,129.7796859
n00215,null,42,0,32.8262038,129.7799402
n00216,null,42,0,32.8607395,129.7864059
n00217,null,42,0,32.7590805,129.8871464
n00218,null,42,0,32.7626634,129.8884779
n00219,null,42,0,32.7830124,129.8710373
n00220,null,42,0,32.7890552,129.8616012
n00221,null,42,0,32.8223637,129.7928506
n00222,null,42,0,32.7827473,129.8643309
n00223,null,42,0,32.7532506,129.8709665
n00224,null,42,0,32.7449791,129.8319383
n00225,788318964,42,1,32.7928135,129.8590054
n00226,5942502285,42,1,32.7519728,129.8930402
n00227,null,42,0,32.8056722,129.9636366
n00228,null,42,0,32.9105132,129.7839203
n00229,null,42,0,32.9076851,129.7821065
n00230,725758614,42,1,32.7669864,129.9523605
n00231,732892217,42,1,32.7642295,129.9477425
n00232,6380331942,42,1,32.7555013,129.8697785
n00233,null,42,0,32.755168,129.8700143
n00234,4413386395,42,50,32.7552594,129.8669459
n00235,null,42,0,32.6512987,129.8293199
n00236,null,42,0,32.7908753,129.9498477
n00237,6395280686,42,1,32.7745828,129.8643197
n00238,null,42,0,32.7755693,129.8670867
n00239,null,42,0,32.7598846,129.8664585
n00240,null,42,0,32.7826374,129.8690689
n00241,null,42,0,32.6852569,129.8381848
n00242,null,42,0,32.8103919,129.8106029
n00243,null,42,0,32.7029919,129.9109952
n00244,null,42,0,32.7636311,129.8642979
n00245,null,42,0,32.7627666,129.8655616
n00246,727420580,42,50,32.7773356,129.9524136
n00247,null,42,0,32.685757,129.8447122
n00248,null,42,0,32.686503,129.8457385
n00249,null,42,0,32.7834421,129.8417252
n00250,null,42,0,32.7758322,130.3678398
n00251,2087165834,42,50,32.7664888,130.371099
n00252,null,42,0,32.8227261,130.3529055
n00253,null,42,0,32.7854846,130.3722729
n00254,null,42,0,32.8093512,130.3394389
n00255,null,42,0,32.7963931,130.3674989
n00256,null,42,0,32.7999519,130.3653
n00257,null,42,0,32.764019,130.3706837
n00258,null,42,0,32.7734135,130.3697051
n00259,null,42,0,32.8053089,130.3619151
n00260,null,42,0,32.8125662,130.3580189
n00261,null,42,0,32.7800866,130.3734487
n00262,null,42,0,32.8334509,130.346937
n00263,null,42,0,32.8608819,130.3255874
n00264,null,42,0,32.8592798,130.3295153
n00265,null,42,0,33.0690539,129.8618975
n00266,null,42,0,33.0662851,129.855153
n00267,null,42,0,33.0683834,129.8590085
n00268,null,42,0,33.0822183,129.8695712
n00269,null,42,0,33.068821,129.8646101
n00270,4438778004,42,1,33.0439449,129.9199915
n00271,null,42,0,33.0229269,129.9399034
n00272,null,42,0,33.1339235,129.8833242
n00273,null,42,0,33.1365852,129.8940168
n00274,null,42,0,33.1422811,129.9029842
n00275,null,42,0,33.1378282,129.8979339
n00276,null,42,0,32.9854082,129.0838262
n00277,null,42,0,33.002181,129.0898603
n00278,null,42,0,32.9303661,129.0419717
n00279,null,42,0,32.8898306,129.0246579
n00280,null,42,0,32.8861703,129.025962
n00281,null,42,0,33.0536855,129.0898836
n00282,null,42,0,32.9840302,129.0686028
n00283,null,42,0,32.9806559,129.0659784
n00284,null,42,0,32.9825473,129.0681053
n00285,null,42,0,33.0272314,129.0862169
n00286,null,42,0,33.0182489,129.0702217
n00287,null,42,0,32.8465176,129.0565198
n00288,null,42,0,32.8524738,129.056898
n00289,null,42,0,32.979451,129.1080585
n00290,null,42,0,32.9839677,129.1135781
n00291,null,42,0,32.9807589,129.1161159
n00292,null,42,0,32.9816698,129.1104296
n00293,null,42,0,32.6288666,130.1558078
n00294,null,42,0,32.6297266,130.1545462
n00295,null,42,0,32.6231502,130.1677881
n00296,null,42,0,32.6080253,130.1820033
n00297,null,42,0,32.7176505,130.3513771
n00298,null,42,0,32.7282163,130.3583575
n00299,null,42,0,32.7157781,130.3489209
n00300,null,42,0,32.7344995,130.3408041
n00301,null,42,0,32.654477,130.2726121
n00302,null,42,0,32.6323954,130.2479581
n00303,null,42,0,32.6307496,130.2451378
n00304,null,42,0,32.649207,130.2539068
n00305,null,42,0,32.6917119,130.3536421
n00306,null,42,0,32.6813008,130.3523814
n00307,null,42,0,32.6764045,130.1949272
n00308,6718421689,42,1,32.6542018,130.2394272
n00309,null,42,0,32.6556534,130.2492653
n00310,null,42,0,32.6925925,130.321112
n00311,null,42,0,32.6725508,130.3428367
n00312,null,42,0,32.6621341,130.3070399
n00313,null,42,0,32.6625908,130.3114556
n00314,null,42,0,33.3878219,129.4310806
n00315,null,42,0,33.3950032,129.4296908
n00316,null,42,0,33.2100687,129.4479715
n00317,null,42,0,33.2842479,129.463944
n00318,null,42,0,33.3662672,129.5525234
n00319,null,42,0,33.2167137,129.4275685
n00320,null,42,0,33.354962,129.5828184
n00321,null,42,0,33.3575481,129.5928622
n00322,null,42,0,33.2322002,129.6462311
n00323,null,42,0,33.2080507,129.6518545
n00324,null,42,0,33.2605393,129.6653043
n00325,null,42,0,33.2383774,129.6496029
n00326,null,42,0,33.185978,129.0562095
n00327,null,42,0,33.194891,129.0594048
n00328,null,42,0,32.84563,130.0434743
n00329,null,42,0,32.8640588,130.0371466
n00330,null,42,0,32.8797071,130.1013683
n00331,null,42,0,32.8392732,130.0133062
n00332,null,42,0,32.8368447,130.0130011
n00333,null,42,0,32.8376172,130.0156562
n00334,null,42,0,32.8313982,130.0004686
n00335,null,42,0,32.8317654,130.0007714
n00336,null,42,0,32.8411818,130.0588714
n00337,null,42,0,32.8386637,130.062386
n00338,null,42,0,32.8892588,130.1144241
n00339,null,42,0,32.8989062,130.1257106
n00340,null,42,0,32.9043729,130.1451356
n00341,null,42,0,32.8333266,130.0618944
n00342,null,42,0,32.8316802,130.0543807
n00343,null,42,0,32.8377021,130.0368637
n00344,null,42,0,32.8393783,130.0230149
n00345,null,42,0,32.8410311,130.0290684
n00346,null,42,0,32.8494545,130.033138
n00347,null,42,0,32.8410017,130.0340754
n00348,7004058485,42,1,32.7948988,130.1150703
n00349,null,42,0,32.8513339,130.0499289
n00350,null,42,0,32.8229672,130.1488166
n00351,null,42,0,32.8005114,130.1320993
n00352,null,42,0,32.8542722,130.0288879
n00353,null,42,0,32.8472038,130.0564285
n00354,null,42,0,32.8265209,129.9799521
n00355,null,42,0,32.8273808,129.9796536
n00356,null,42,0,32.8305544,129.9896994
n00357,null,42,0,32.8306933,129.986575
n00358,null,42,0,32.8203839,129.9703776
n00359,null,42,0,32.8238544,129.9754472
n00360,null,42,0,32.8458849,129.9536076
n00361,null,42,0,32.7919621,130.073487
n00362,null,42,0,32.8616067,130.0803842
n00363,null,42,0,32.8331885,130.0821514
n00364,null,42,0,32.8331254,130.0780744
n00365,null,42,0,32.8433468,130.0498324
n00366,null,42,0,32.7803353,130.0195243
n00367,null,42,0,32.7801423,130.0226875
n00368,null,42,0,33.8113123,129.7551646
n00369,null,42,0,33.7620801,129.6995504
n00370,null,42,0,32.863465,130.2306402
n00371,null,42,0,32.6543648,128.8793721
n00372,null,42,0,32.7471096,128.7639834
n00373,null,42,0,32.6866387,128.7360264
n00374,null,42,0,32.6349977,128.6743916
n00375,null,42,0,32.7387737,128.6822629
n00376,null,42,0,32.6144649,128.7647939
n00377,null,42,0,32.6915941,128.833887
n00378,null,42,0,33.2623612,129.1339817
n00379,null,42,0,33.1446746,129.5281239
n00380,null,42,0,34.2292939,129.2165321
n00381,null,42,0,32.9732076,129.9444934
n00382,null,42,0,32.9140951,129.9614516
n00383,5258613763,42,1,32.9333268,129.9614324
n00384,727050117,42,50,32.7761039,129.9542485
n00385,null,42,0,32.7281468,129.9341669
n00386,null,42,0,32.7047476,129.9030721
n00387,null,42,0,32.8140801,130.357541
n00388,null,42,0,33.0049028,129.9489515
n00389,null,42,0,33.1193941,129.8731668
n00390,null,42,0,32.9788371,129.1001215
n00391,null,42,0,32.6622027,130.3101929
n00392,null,42,0,33.3864491,129.4295008
n00393,null,42,0,33.4840236,129.5547873
n00394,null,42,0,33.7517822,129.721269
n00395,null,42,0,32.6844033,130.1581961
n00396,null,42,0,32.9868052,129.7709583
n00397,null,42,0,33.005647,129.7308674
n00398,null,42,0,33.3065498,129.6243085
n00399,null,42,0,32.8866808,130.0232238
n00400,null,42,0,32.8256298,130.1472434
n00401,null,42,0,32.858846,129.9273235
n00001,null,43,0,32.8193847,131.1248856
n00002,null,43,0,32.8257038,131.1229633
n00003,null,43,0,32.8164202,131.129988
n00004,null,43,0,32.9959364,131.2139656
n00005,null,43,0,33.1825322,131.0357945
n00006,null,43,0,33.1305278,131.0629653
n00007,null,43,0,33.1104355,131.0637788
n00008,null,43,0,32.8385275,130.9043584
n00009,7168522186,43,1,32.8364863,130.878749
n00010,7168522585,43,1,32.8373389,130.8839748
n00011,null,43,0,32.8337242,131.0700405
n00012,410707800,43,50,32.9018924,130.990103
n00013,null,43,0,32.8706583,130.9960964
n00014,null,43,0,32.8224902,131.0328901
n00015,null,43,0,32.907839,130.9924166
n00016,null,43,0,32.8406798,131.048113
n00017,null,43,0,32.8789865,130.978796
n00018,null,43,0,32.8251178,131.1134227
n00019,null,43,0,33.0990211,131.0707008
n00020,936533721,43,1,33.0718712,131.1872002
n00021,5808147979,43,50,33.0760979,131.1436569
n00022,null,43,0,32.9514471,131.1209191
n00023,416024059,43,50,32.9482958,131.1177579
n00024,null,43,0,32.9379698,131.1062504
n00025,412914040,43,50,32.9352708,131.0789304
n00026,411220310,43,50,32.9377496,131.0993955
n00027,413119302,43,1,32.9749998,131.0444284
n00028,null,43,0,32.970684,131.0484768
n00029,null,43,0,32.9644218,131.0566529
n00030,null,43,0,32.9566951,131.2171126
n00031,null,43,0,32.3045224,130.4978348
n00032,null,43,0,32.2961522,130.5171335
n00033,null,43,0,32.3056678,130.5017547
n00034,null,43,0,32.3515856,130.5062006
n00035,null,43,0,32.3479247,130.5012327
n00036,null,43,0,32.2786259,130.4994824
n00037,null,43,0,32.2729171,130.5014797
n00038,null,43,0,32.2677856,130.5057574
n00039,null,43,0,32.2315298,130.4549376
n00040,null,43,0,32.6065598,130.4693524
n00041,null,43,0,32.6226617,130.5157397
n00042,null,43,0,32.59605,130.7046574
n00043,null,43,0,32.5919472,130.7024541
n00044,null,43,0,32.582947,130.6995629
n00045,null,43,0,32.5806446,130.7134805
n00046,null,43,0,32.6034768,130.7019558
n00047,null,43,0,32.6441149,130.6951911
n00048,null,43,0,32.6483925,130.6883156
n00049,null,43,0,32.6518088,130.6948684
n00050,null,43,0,32.6537868,130.6736323
n00051,null,43,0,32.6477891,130.6767698
n00052,null,43,0,32.6552049,130.6822197
n00053,null,43,0,32.6362832,130.7010595
n00054,null,43,0,32.6383932,130.7000628
n00055,null,43,0,32.6291236,130.7028588
n00056,null,43,0,32.6544074,130.6731482
n00057,null,43,0,32.6454104,130.6630166
n00058,null,43,0,32.648975,130.7152192
n00059,null,43,0,32.6871786,130.679544
n00060,null,43,0,32.7016098,130.6009249
n00061,null,43,0,32.7046401,130.5890787
n00062,null,43,0,32.6748301,130.6695005
n00063,null,43,0,32.6909644,130.6674862
n00064,null,43,0,32.691645,130.6707003
n00065,null,43,0,32.7086471,130.6452474
n00066,2168191782,43,50,32.6873918,130.6569795
n00067,null,43,0,32.6447995,130.8947892
n00068,438360915,43,1,32.6225422,130.8169359
n00069,null,43,0,32.6157886,130.8506312
n00070,null,43,0,32.8639022,130.782647
n00071,null,43,0,32.8607853,130.7876135
n00072,null,43,0,32.8345609,130.8287851
n00073,4161567982,43,1,32.8474293,130.8349205
n00074,null,43,0,32.8575032,130.7907577
n00075,null,43,0,32.8613649,130.809031
n00076,null,43,0,32.8615344,130.8072389
n00077,null,43,0,32.862565,130.8292346
n00078,412265142,43,50,32.8788532,130.8868333
n00079,null,43,0,32.8610425,130.8974932
n00080,null,43,0,32.9142484,130.921043
n00081,null,43,0,32.8778505,130.8588974
n00082,413277903,43,50,32.8757196,130.858796
n00083,4160434922,43,50,32.8780513,130.8854103
n00084,413278090,43,50,32.8757179,130.8607952
n00085,null,43,0,32.8799146,130.8741364
n00086,413075234,43,50,32.8758445,130.8693233
n00087,4176448940,43,1,32.8739616,130.8711359
n00088,null,43,0,32.8786828,130.9120271
n00089,null,43,0,32.9475498,130.854105
n00090,null,43,0,32.9312993,130.8313879
n00091,556751794,43,50,32.9767811,130.8028779
n00092,null,43,0,32.9802592,130.8107892
n00093,null,43,0,32.9667158,130.759792
n00094,null,43,0,32.9811669,130.7673818
n00095,null,43,0,33.016657,130.895124
n00096,null,43,0,32.9518764,130.793627
n00097,null,43,0,32.9699107,130.8016075
n00098,553450741,43,1,32.9841091,130.8129773
n00099,null,43,0,33.0138814,130.8865343
n00100,null,43,0,32.9256775,130.7702319
n00101,null,43,0,32.2428456,130.8719674
n00102,null,43,0,32.2596309,130.8976334
n00103,null,43,0,32.2241276,130.8719044
n00104,null,43,0,32.2134855,130.8595881
n00105,null,43,0,32.2095458,130.8556025
n00106,null,43,0,32.2373909,130.8973915
n00107,null,43,0,32.2313317,130.8881386
n00108,null,43,0,32.3067409,130.6111594
n00109,null,43,0,32.2822292,130.605131
n00110,null,43,0,32.2287919,130.7131681
n00111,null,43,0,32.1994205,130.8435612
n00112,null,43,0,32.1969162,130.7840001
n00113,null,43,0,32.1954689,130.7962985
n00114,null,43,0,32.1969767,130.8280236
n00115,null,43,0,32.1953524,130.7874457
n00116,null,43,0,32.1957942,130.8193745
n00117,null,43,0,32.3975184,130.8267412
n00118,null,43,0,32.3973469,130.8241594
n00119,4412575931,43,1,32.2618233,130.7672268
n00120,4412570368,43,1,32.260732,130.7686897
n00121,null,43,0,32.3135318,131.0074374
n00122,null,43,0,32.2846749,130.8450364
n00123,null,43,0,32.2763118,130.8429529
n00124,null,43,0,32.2505166,130.9603907
n00125,null,43,0,32.261596,130.9346106
n00126,null,43,0,32.2581787,130.9293571
n00127,null,43,0,32.2679121,130.9457193
n00128,null,43,0,32.203533,131.0234405
n00129,365557043,43,1,32.2795727,130.9823826
n00130,366098834,43,1,32.2802644,130.9848983
n00131,null,43,0,32.9185421,130.6356296
n00132,null,43,0,32.9345355,130.4688516
n00133,null,43,0,32.9263707,130.4532677
n00134,null,43,0,32.9326616,130.4490179
n00135,null,43,0,32.9373321,130.4413341
n00136,null,43,0,33.0629203,130.5452766
n00137,null,43,0,33.0387437,130.5270091
n00138,null,43,0,33.044826,130.5627872
n00139,null,43,0,33.0117754,130.5171354
n00140,null,43,0,32.9837252,130.6026772
n00141,null,43,0,33.073158,130.6110776
n00142,null,43,0,33.0411476,130.6239933
n00143,null,43,0,33.0669239,130.6234011
n00144,null,43,0,32.9054504,130.572298
n00145,null,43,0,32.8745059,130.5390377
n00146,null,43,0,32.8767282,130.5549744
n00147,null,43,0,32.8725505,130.5526793
n00148,null,43,0,32.9351375,130.5596283
n00149,null,43,0,32.9269291,130.5539848
n00150,null,43,0,32.9273703,130.5624487
n00151,null,43,0,32.9210121,130.5888128
n00152,null,43,0,32.9666457,130.5657303
n00153,null,43,0,32.9556633,130.5625478
n00154,null,43,0,32.9333053,130.5194246
n00155,null,43,0,32.9238102,130.572331
n00156,null,43,0,32.8899245,130.5442294
n00157,null,43,0,32.9279745,130.5470661
n00158,null,43,0,32.9284984,130.5505627
n00159,null,43,0,32.8528081,130.6091495
n00160,null,43,0,32.8600126,130.5924516
n00161,null,43,0,32.8997252,130.5653205
n00162,null,43,0,32.9342062,130.5508708
n00163,null,43,0,32.937609,130.5794762
n00164,null,43,0,32.7587901,130.6126847
n00165,null,43,0,32.8268128,130.5953112
n00166,null,43,0,32.8334829,130.585706
n00167,null,43,0,32.8326082,130.5862296
n00168,null,43,0,32.7778462,130.6487522
n00169,null,43,0,32.7982573,130.6108247
n00170,null,43,0,32.816095,130.6994387
n00171,null,43,0,32.8118213,130.6978863
n00172,null,43,0,32.7768555,130.6646724
n00173,2753126192,43,50,32.8283708,130.6965973
n00174,5933146668,43,1,32.7842069,130.6776942
n00175,null,43,0,32.8104381,130.6885816
n00176,null,43,0,32.8094789,130.7234068
n00177,546100372,43,1,32.7913317,130.7031705
n00178,null,43,0,32.7925503,130.7279206
n00179,414562153,43,50,32.786985,130.7217213
n00180,null,43,0,32.7964838,130.7048305
n00181,null,43,0,32.7958903,130.7439484
n00182,null,43,0,32.7947328,130.7449061
n00183,null,43,0,32.8031499,130.6967199
n00184,null,43,0,32.7859628,130.7376784
n00185,null,43,0,32.8046302,130.713624
n00186,545237480,43,1,32.7859976,130.6998751
n00187,546100358,43,1,32.7835653,130.6981199
n00188,null,43,0,32.8049219,130.7587469
n00189,null,43,0,32.8056704,130.7619438
n00190,null,43,0,32.8116092,130.715546
n00191,null,43,0,32.7838074,130.7096611
n00192,null,43,0,32.7811898,130.7101519
n00193,null,43,0,32.7819261,130.7144846
n00194,545761101,43,1,32.7794446,130.703195
n00195,546435346,43,1,32.7871897,130.7005788
n00196,null,43,0,32.820252,130.7569236
n00197,null,43,0,32.8210934,130.758188
n00198,null,43,0,32.7844022,130.7742037
n00199,null,43,0,32.7628483,130.7283937
n00200,null,43,0,32.7557593,130.7354169
n00201,null,43,0,32.8024842,130.7622989
n00202,null,43,0,32.7819206,130.7517459
n00203,null,43,0,32.8173189,130.7596843
n00204,null,43,0,32.81782,130.7606558
n00205,null,43,0,32.824371,130.7634655
n00206,null,43,0,32.8284434,130.7691204
n00207,null,43,0,32.8360689,130.7775503
n00208,null,43,0,32.8290685,130.7691396
n00209,null,43,0,32.8310233,130.7719508
n00210,null,43,0,32.7899107,130.7761982
n00211,null,43,0,32.792041,130.7827144
n00212,null,43,0,32.7791068,130.7832125
n00213,null,43,0,32.7897739,130.7779408
n00214,null,43,0,32.8257357,130.7945547
n00215,null,43,0,32.8025339,130.7729905
n00216,null,43,0,32.7774536,130.7773982
n00217,null,43,0,32.8265357,130.7655219
n00218,null,43,0,32.839456,130.7799958
n00219,null,43,0,32.8251474,130.7747553
n00220,null,43,0,32.807484,130.7799643
n00221,null,43,0,32.8149475,130.7730482
n00222,null,43,0,32.77749,130.7717094
n00223,null,43,0,32.7750091,130.7705163
n00224,null,43,0,32.7881678,130.7493818
n00225,4984793015,43,50,32.8073472,130.7503301
n00226,null,43,0,32.8102885,130.7486463
n00227,null,43,0,32.7232974,130.629816
n00228,null,43,0,32.7628577,130.6970217
n00229,null,43,0,32.7621665,130.696264
n00230,null,43,0,32.7646446,130.7100187
n00231,null,43,0,32.7719642,130.6998361
n00232,null,43,0,32.7623804,130.6576126
n00233,null,43,0,32.774047,130.7130275
n00234,null,43,0,32.7725221,130.7100715
n00235,null,43,0,32.6997047,130.7293836
n00236,null,43,0,32.7200512,130.7392961
n00237,null,43,0,32.6886563,130.7457325
n00238,null,43,0,32.7132486,130.704461
n00239,null,43,0,32.7163231,130.7527584
n00240,null,43,0,32.6957154,130.7269712
n00241,null,43,0,32.7166595,130.6261132
n00242,null,43,0,32.7394511,130.6447189
n00243,null,43,0,32.7791051,130.715756
n00244,null,43,0,32.7643573,130.7276083
n00245,null,43,0,32.7665768,130.7256375
n00246,null,43,0,32.7479115,130.6835867
n00247,null,43,0,32.7500614,130.6746379
n00248,null,43,0,32.7192485,130.6773033
n00249,270359282,43,50,32.7104775,130.6718732
n00250,null,43,0,32.7316769,130.7044183
n00251,null,43,0,32.7069791,130.6737851
n00252,null,43,0,32.7065547,130.674308
